letter,question,answer
غ,"الارتفاع أو مجاوزة الحد أو التفريط في التعظيم يسمى بـ؟","الغلو"
غ,"ماذا يقول لوفي قبل أن يستعمل فاكهته؟","غومو غومو نو"
غ,"عدم الحضور إلى الدوام الرسمي يدعى؟","غياب"
غ,"دولة في أمريكا اللاتينية","غويانا"
غ,"ما هو العقل الظالم والجائر؟","الغاشم"
غ,"هو موت الإنسان تحت الماء نتيجةً لعدم استنشاق الأكسجين؟","الغرق"
غ,"ما هو اسم الخطة التي تستخدم للحصول على هدف معين بطريقة غير مباشرة؟","غاية"
غ,"ما هو اسم مدرب نادي الاتحاد حالياً؟","غاياردو"
غ,"ما هو الصوت الخشن الذي يصدره بعض النائمين؟","غَطّ"
غ,"كان لهذه الشخصية دور كبير في هزيمة العثمانيين في معركة تربة","غالية البقمية"
ف,"ما هو مرادف كلمة ثغر؟","فم"
ف,"من الذي قيل عنه أنه في شعره ينحت في صخر؟","الفرزدق"
ف,"ماهي السورة الملقبة بـأم الكتاب""؟""","الفاتحة"
ف,"من هو اللاعب الذي سجل هدف المنتخب السعودي على اليابان والّذي أهل المنتخب إلى كأس العالم 2018؟","فهد المولد"
ف,"من هو الملك السعودي الذي لقب بشهيد التضامن الإسلامي؟","فيصل"
ف,"أكمل الآية: ""وإذا سألك عبادي عني..."".","فإني قريب أجيب دعوة الداعي إذا دعان."
ف,"ما هو أسرع حيوان على وجه الأرض؟","الفهد"
ف,"علم يبحث في القوانين الطبيعية وفي حالات وخصائص المادة","فيزياء"
ف,"ما الصفة التي تدل على سرعة فهم الشخص للأمور المعقدة وذكائه الحاد؟","فطنة"
ف,"ما هو الشيء الذي يزيد كلما يقل، وينقص كلما يزيد؟","الفقر"
ف,"دولة مكونة من مجموعة جزر في جنوب المحيط الهادئ","فيجي"
ف,"بمعنى شخص قصير القامة ومتين وذو وجه دائري","الفرزدق"
ف,"ما هو الاسم الذي أطلقه المسلمون على معركة نهاوند الشهيرة؟","فتح الفتوح"
ف,"ما اسم البلد الأوروبي الذي يُطلق عليه اسم بلد الألف بحيرة؟","فنلندا"
ف,"من الاوقات التى أقسم بها الله عز وجل ؟","فجر"
ف,"ما هي أطول عظمة في جسم الإنسان؟","عظمة الفخذ"
ف,"أين يوجد بحر الهدوء؟","في القمر."
ف,"ما النهرُ الأطولُ في أوروبا ويمرُّ عبر الأراضي الروسيّة؟","فولغا"
ف,"نوع من أنواع الحيوانات يقوم بحك أذنه من خلال أنفه فما هو؟","الفيل"
ف,"قطعة من الجيش تقوم بأدوار خاصة","فيلق"
ف,"نظرية يستفاد منها في حساب المثلثات والأوتار المثلثية","نظرية فيثاغورس"
ف,"ما اسم الأغنية السعودية التي أصبحت رمزًا للوطنية؟","فوق هام السحب"
ف,"ما اسم الحدث الذي دخل فيه المسلمون مدينة قريش دون قتال في السنة الثامنة للهجرة؟","فتح مكة"
ف,"ما أصل طبق السوفليه؟","فرنسا"
ف,"ما هو اللقب الذي اشتهر به الخليفة الراشد عمر بن الخطاب؟","الفاروق"
ف,"ما هو نوع الحيوان الذي يتميز بذاكرة قوية؟","فيل"
ف,"ما هي المكونات الرئيسية للطبق المكسيكي تشيلي كون كارني؟","فلفل حار ولحم"
ف,"من هو الفنان التشكيلي الذي رسم لوحة ليلة النجوم؟","فان غوخ"
ف,"ما هو اسم صوت الأفعى في اللغة العربية؟","فحيح"
ف,"من هو أول سفراء السعودية إلى مصر؟","فوزان السابق"
ف,"أصغر دولة في العالم؟","الفاتيكان"
ف,"اسم ذكر يأتي بمعنى القاضي والعادل؟","فيصل"
ف,"ما العملية التي تتضمن تصنيف وترتيب المعلومات لتسهيل الوصول إليها؟","فهرسة"
ف,"ما هو الحيوان الذي يتصف بعضة هي الأقوى بين الثدييات؟","فرس النهر"
ف,"ما هو اللون الممنوع دوليًا؟","فانتا بلاك"
ف,"أصغر دولة في العالم","الفاتيكان"
ف,"من أحرز هدف التأهل للمنتخب السعودي لكأس العالم 2018؟","فهد المولد"
ف,"من هو الموسيقار المصري الذي لقب بـ ""ملك العود""؟","فريد الأطرش"
ف,"ما هي أكبر بحيرة نهرية في العالم؟","فكتوريا"
ف,"شيء تجلس عليه ويتكون من عدة ألوان، ما هو؟","فرشة"
ف,"ما هو العضو الذي إذا قلبت اسمه يعطيك اسم عضو ثاني؟","فك"
ف,"اشتغال المرء وتدخله في ما لا يعنيه ؟","فضولي"
ف,"المهارة في تعرف بواطن الأمور من ظواهرها","الفراسة"
ف,"ما الحيوانُ البرّيُّ الأكبرُ حجمًا في إفريقيا؟","فيل"
ف,"ما هي العضلة الأكثر قوة في جسم الإنسان؟","عضلة الفك"
ف,"ما هي أول شركة سيارات وضعت حزام الأمان؟","فولفو"
ف,"من هى أصغر بنات النبي عليه الصلاة والسلام؟","فاطمة"
ف,"ما هو أقدم علم في التاريخ؟","الفلك"
ف,"ما هي الصفة التي تطلق على الشخص الذي يتميز بالذكاء وسرعة البديهة؟","فطين"
ف,"ما اسم ابنة الرسول التي توفيت بعده؟","فاطمة"
ف,"ما اسم أكبر البحيرات النهرية الموجودة بالعالم؟","فيكتوريا"
ف,"ما هو اسم أصغر دولة في العالم؟","الفاتيكان"
ف,"من هو مكتشف الحث الذاتي والمتبادل والمغناطيسي؟","فاراداي"
ف,"ما هو أسرع حيوان بري في العالم؟","الفهد"
ف,"عنصر أبيض قابل للسحب والطرق؟","فضة"
ف,"ما المركّبُ الكيميائيُّ الذي يُضافُ إلى معاجينِ الأسنانِ للوقايةِ من التسوّس؟","فلورايد"
ف,"ماهي أطول كلمة في القرآن الكريم وتتكون من 11 حرفاً؟","فأسقيناكموه"
ف,"ما هي أكبر جزيرة في المملكة العربية السعودية؟","فرسان"
ف,"من أسماء القران الكريم ال….. ؟","الفرقان"
ف,"أكثر أنواع الكوارث الطبيعية شيوعاً، وتحدث عندما تغمر المياه الأراضي التي عادةً ما تكون جافة","الفيضان"
ف,"آلة ذات يد خشبية وسن عريضة من الحديد تستعمل في الحفر والعزق والقطع.","فأس"
ف,"ما مرادف كلمة بليغ؟","فصيح"
ف,"ما الصيغةُ التي تُستعمَلُ لطلبِ الفعلِ من المخاطَب؟","فعل أمر"
ف,"ماهو العام الّذي ولد فيه النبي صلى الله عليه وسلم؟","عام الفيل"
ف,"من هو القائل: إنني لا أريد أن أخدم نفسي، بل أريد أن أخدم شعبي، وأريد أن أكون في خدمة الشعب السعودي؟","الملك فيصل بن عبدالعزيز آل سعود"
ف,"مادة كيماوية مانعة لنخر الأسنان؟","فلورايد"
ف,"ما اسم الفنانة المصرية التي لُقبت بـ “سيدة الشاشة العربية”؟","فاتن حمامة"
ف,"أنا حارس الحقول، لست بحي لكن أؤثر في المخلوقات الحية فمن أنا؟","فزاعة"
ف,"قول أو فعل يُنظر إليه على أنه فأل خير.","فأل خير"
ف,"ما اسم أكبر جزيرة في المملكة العربية السعودية؟","فرسان"
ف,"ما اسم الفريق الفائز في أول نسخة من بطولة كأس العالم للرياضات الإلكرتونية؟","فالكونز"
ف,"أيُّ مدينةٍ مغربيّةٍ قديمةٍ تُلقَّبُ بأثينا إفريقيا؟","فاس"
ف,"من أسماء الله الحسنى ؟","الفتاح"
ف,"من هو الفيزيائي الألماني الّذي اخترع ميزان لمعرفة السوائل وقسّم ميزان الحرارة على درجات عُرفت باسمه؟","فهرنهايت"
ف,"ما هو أقدم أنواع العلوم؟","الفلك"
ف,"في النحوِ العربيِّ، ما الصيغةُ التي تدلُّ على حدوثِ الفعلِ قبلَ زمنِ الكلام؟","فعل ماض"
ف,"ماذا كانت عاصمة أمريكا قبل واشنطن؟","فيلاديلفيا"
ف,"من الأنظمة الإملائية تستخدم في الكتابة؟","الفاصلة"
ف,"ما العنصرُ الكيميائيُّ الذي يُرمزُ لهُ بالحرفِ (F)؟","فلور"
ف,"ما اسم العلم الذي يُعنى بدراسة الأحكام الشرعية العملية المستنبطة من الأدلة التفصيلية؟","الفقه"
ف,"الرئيس الحالي لروسيا؟","فلاديمير بوتين"
ف,"حيوان يبقى واقفاً ساعات بعد موته","الفيل"
ف,"من هو الشاعر الذي اشتهر بعداوته الشديدة والمستمرة لجرير في الأدب العربي؟","الفرزدق"
ف,"من هو أول وزير خارجية للمملكة العربية السعودية؟","فيصل"
ف,"ما هي أصغر دولة في العالم من حيث المساحة؟","الفاتيكان"
ف,"اذكر اسم دولة تبدأ بحرف الفاء غير فرنسا وفنلندا؟","فيجي"
ف,"ما هو الفيتامين الذي يساعد على إنتاج خلايا الدم الحمراء؟","فيتامين ب12"
ف,"ما هي أقوى عظمة في جسم الإنسان؟","الفخذ"
ف,"ما هي المدينة الكندية التي كان يدرس فيها اليوتيوبر ثنيان خالد؟","فكتوريا"
ف,"ما هو النادي الإسباني الذي لعب له سالم الدوسري؟","فياريال"
ف,"ما هو السكر المسؤول عن الطعم الحلو ويوجد في الفواكه والعسل؟","الفركتوز"
ف,"ماذا يشكل الهواء في الماء؟","فقاعات"
ف,"تخمين علمي عن كيفية ارتباط المتغيرات بعضها مع بعض ويمكن اختبار صحتها بتصميم التجارب العلمية","الفرضية"
ف,"ما هي أعلى درجات الجنة؟","الفردوس"
ف,"بمعنى التراخي والضعف","فتور"
ف,"ما هو اللقب الذي أطلق على الشاعر الأموي همام بن غالب ويعني رغيف الخبز؟","فرزدق"
ف,"أيُّ علمٍ يدرسُ الأجرامَ السماويّةَ والظواهرَ الكونيّة؟","فلك"
ف,"ما هو الحيوان الذي يمتلك أطول فترة حمل؟","الفيل"
ف,"ما هي أكبر جزر المملكة في البحر الأحمر؟","فرسان."
ف,"قال حكيم: انفرد بسرك ولا تودعه حازمًا فيزل ولا جاهلًا ....","فيخون"
ق,"ما هي المدينة الوحيدة التي ذكرت في كل الكتب السماوية؟","القدس"
ق,"ما اسم المعركة التي انتصر فيها المسلمون على الفرس وفتحت الطريق لفتح العراق؟","القادسية"
ق,"ماذا يطلق على صوت الصقر؟","قعقعة"
ق,"أيُّ مدينةٍ جزائريّةٍ تُعرَفُ بجسورها المعلَّقة؟","قسنطينة"
ق,"ما معنى كلمة الطول؟","القدرة"
ق,"أين يقع المقر الرئيسي لجامعة الدول العربية؟","القاهرة"
ق,"ما هو العضو المسؤول عن ضخ الدم في الجسم؟","القلب"
ق,"ما هو الحيوان الذي يبني السدود ويعيش بالقرب من الأنهار والجداول؟","القندس"
ق,"أيُّ عمليةٍ مصرفيّةٍ يحصلُ بها الشّخصُ على مالٍ مُقابلَ ضمانٍ أو فائدة؟","قرض"
ق,"ما هي المدينة التي سقطت بيد العثمانيين عام 1453م، وكانت عاصمة الإمبراطورية البيزنطية؟","القسطنطينية"
ق,"ما المصطلحُ الذي يُطلَقُ على معجمٍ لغويٍّ يشرحُ معاني الكلمات؟","قاموس"
ق,"ما معنى كلمة الأسوة؟","القدوة"
ق,"أيُّ بحرٍ داخليٍّ كبيرٍ يقعُ شمال إيران؟","قزوين"
ق,"ما الكائنُ البحريُّ الهُلاميُّ الذي قد يُسبِّب لسعاتٍ مؤلمة؟","قنديل البحر"
ق,"لقب ديني عند النصارى؟","قسيس"
ق,"ما هو الجهاز الذي يُستخدم لتخزين البيانات على أقراص الحالة الصلبة؟","القرص الصلب الحالة الصلبة"
ق,"ماهي أول جامعة في العالم العربي والعالم وتقع في مدينة فاس في المغرب؟","جامعة القرويين"
ق,"حيوان من القوارض","قندس"
ق,"ما هو اسم الغشاء الذي يفصل بين لب التمر والنواة؟","قطمير"
ق,"ما الاسمُ الذي يُطلَقُ على عمليةِ جَنْي الثمارِ من النخيلِ عند نضجِها؟","قطاف"
ق,"ما هو اسم هذا الحيوان؟","قرد"
ق,"أكمل القاعدة الفقهية: لا ينسب إلى ساكت ...","قول"
ق,"كلمة إيطالية الأصل معناها الغزو بالبحر بقصد النهب والسلب؟","قرصنة"
ق,"ما هو اسم أكبر بحر مغلق في العالم؟","قزوين"
ق,"ما اسم المعركة الفاصلة التي قادها سعد بن أبي وقاص وانتهت بسقوط الدولة الفارسية؟","القادسية"
ق,"ماذا كانت تسمى ناقة الرسول عليه الصلاة والسلام؟","القصواء"
ق,"شيء نحتاجه إذا أردنا التوقيع؟","قلم"
ق,"من هو الشاعر الذي لقب بمجنون ليلى؟","قيس بن الملوح"
ق,"ما الاسم الذي يُطلق على الممر المائي الذي يُستخدم لمرور السفن بين المحيطات أو البحار؟","قناة"
ق,"من الحشرات تصيب فروة الرأس أو شعر الحيوانات؟","قراد"
ق,"من هو أحد ملوك الفرس الذي حكم بين 529 و 521 قبل الميلاد؟","قمبيز."
ق,"من هو الابنُ الذي قتلَ أخاهُ هابيل بحسبِ الروايةِ القرآنيّة؟","قابيل"
ق,"ما اسمُ السورةِ القرآنيّةِ رقم (50) في ترتيبِ المصحف؟","ق"
ق,"ما هو الاستنباط في المنطق؟","القدرة على التوصل إلى نتيجة"
ق,"يسمى المكان الذي يجتمع فيه الناس قبل دخول الجنة ويتقاصون فيما بينهم بـ؟","القنطرة"
ق,"هي إحدى مصطلحات علم التجويد ومعناها هو اضطراب الصوت عند النطق بالحرف الساكن حتى يسمع بنبرة قوية","القلقلة"
ق,"ما هو أول مسجد بني في الإسلام ويقع في المدينة المنورة؟","قباء"
ق,"رياضة تسبب إصابات أربطة الركبة؟","كرة القدم"
ق,"ما اسم الكلب الذي كان مع أصحاب الكهف؟","قطمير"
ق,"ما هو أول مسجد بُني في الإسلام؟","مسجد قباء"
ق,"اسم آخر للون الأحمر يبدأ بحرف القاف؟","قرمزي"
ق,"من أصحاب القراء السبع؟","قالون"
ق,"في سلسلة المنتخبات التي أقامها عزيز، ماذا كان عنوان الحلقة؟","القهوة الفرنسية"
ق,"ما اسم الجبل الشهير الذي يتواجد في الأحساء؟","جبل القارة"
ق,"ما هو الشخص البطيء النمو القصير القامة صغير الحجم؟","قزم"
ق,"في الأنمي الشهير ون بيس، من أي مادة تم صنع قبعة لوفي؟","القش"
ق,"أيُّ دولةٍ عربيّةٍ تقع على الخليج وعاصمتها الدوحة؟","قطر"
ق,"ماذا تسمى خطوة اختيار حل من بين مجموعة حلول؟","قرار"
ق,"شعور بالعصبية أو الانشغال أو الانزعاج","القلق"
ق,"ما هو قعر البحر أو أبعد نقطة غورا فيه؟","قاموس."
ق,"قبيلة عربية من مضر سكنت في مكة وقامت على الحج ومنها رسول الله؟","قريش"
ق,"ما هو الحيوان الذي يصاب بالحصبة كالإنسان؟","القرد"
ق,"ما هو الحيوان الذي يصاب بمرض الحصبة مثل الإنسان؟","القرد"
ق,"ما هو اسم الجزء العلوي من الفطر؟","قلنسوة"
ق,"ما المقصود بالقضاء والقدر؟","القضاء هو حكم الله تعالى بوقوع الأشياء على وفق ما قدرها والقدر هو علم الله مقادير الأشياء وأزمانها قبل إيجادها"
ق,"ما هي أول جامعة أُسست في العالم؟","جامعة القرويين"
ق,"ما هو المسؤول عن نقل الإشارات أو المعلومات بين المخ والمخيخ؟","قنطرة"
ق,"مدينة تونسية وهي اسم لأحد أحياء الرياض؟","القيروان"
ق,"ما هو الشيء البدائي الذي يستعمل لصيد الأشياء من مسافات بعيدة؟","القوس"
ق,"في أي مكان يكون فيه الخريف قبل الصيف والخادم قبل السيد؟","القاموس"
ق,"مثال على اللاسعات","قنديل البحر"
ق,"ما هو العضو الوحيد الذي لا يصاب بالسرطان؟","القلب"
ق,"نبات عشبي طويل القامة يشبه الخيزران، ينتج عصير حلو يُنتج منه السكر الأبيض","قصب السكر"
ق,"كلمة تعني شدة الحر في فصل الصيف","قيظ"
ق,"ما الكلمة التي فيها ثلاث همزات متتالية؟","قراءة"
ق,"ماذا يطلق على الحذاء الخشبي؟","قبقاب"
ق,"ما هو فن النقش وزخرفة الجدران في منطقة عسير؟","القط العسيري"
ق,"ما اسم الغشاء الصغير الذي يفصل بين التمر ونواته؟","قطمير"
ق,"ما هي عاصمة المستقبل للترفيه والرياضة والثقافة في المملكة العربية السعودية؟","القدية"
ق,"في اللغة والأدب، العودة إلى الخلف ببطء.","قهقرة"
ق,"ما معنى اسم الأرقم؟","القلم"
ق,"دولة عرفت بالرياضة","قطر"
ق,"إذا احتوى الجدار الخلوي لخلية بكتيريا على طبقة سميكة من الببتيدوجلايكان فإنها تتلون بعد صبغها بصبغة جرام باللون؟","قرمزي"
ق,"احتفال شعبي كويتي يوزعون فيه الحلاو","قرقيعان"
ق,"ما هو اسم العضو الذي يضخ الدم في جسم الإنسان؟","القلب"
ق,"الحيوان الذي يصاب بمرض الحصبة مثل الإنسان، حيث يعتبر مضيفاً قابلاً للعدوى والإصابة بها","القرد"
ق,"أكمل المثل: خير الكلام ما ...؟","قل ودل"
ق,"ما هو لقب سورة يس؟","قلب القرآن"
ق,"ما هي الكلمة في اللغة العربية التي تصف قعر البحر أو أبعد نقطة غوراً فيه؟","قاموس"
ق,"ما الطبقةُ الصلبةُ الخارجيّةُ التي نعيشُ عليها من كوكبِ الأرض؟","قشرة الأرض"
ق,"ما اسمُ الجامعةِ الإسلاميّةِ الأقدمِ في المغربِ وتُعَدُّ من أقدمِ جامعاتِ العالم؟","قرويين"
ق,"ما الحيوانُ الصغيرُ الشوكيُّ الذي يتكوَّرُ عند الخطر؟","قنفذ"
ق,"صحابي جليل كان من دهاة العرب وكان شديد الكرم حتى ضرب به المثل","قيس بن سعد (رضي الله عنه)"
ق,"ما هو اسم التقليد الشعبي الذي يحتفل به الأطفال في منتصف شهر رمضان في دول الخليج؟","قرقيعان"
ق,"ما نوعُ التقويمِ الذي اعتمدَهُ المسلمون ابتداءً من هجرةِ النبيّ ﷺ؟","قمري"
ق,"ما هي الوحدة التي تُستخدم لقياس شدة الضوء؟","القنديلة"
ق,"أول مسجد بُني في الإسلام، وقد ذكره الله في القرآن بأنه أُسس على التقوى","مسجد قباء"
ق,"ما هو الجهاز الذي يُستخدم لتخزين البيانات على أقراص ضوئية؟","القرص الضوئي"
ق,"ما اسمُ الجزءِ الخشبيِّ الصُّلبِ الذي يُكوِّنُ جِذعَ الشجرةِ في الداخل؟","قلب الخشب"
ق,"أحد الآيات التي أرسلها الله على قوم فرعون عقابًا لهم على استكبارهم","القمل"
ق,"ما هو اسم شخصية إبراهيم الحجاج في مسلسل رشاش؟","قحص"
ق,"منطقة بنجد بين جبل شمر ومنطقة الوشم وتعتبر تاريخياً منطقة تجارية وزراعية هامة","القصيم"
ق,"مشروع سعودي في الرياض يحمل رؤية ثاقبة وطموحة؟","القدية"
ق,"أرجله من حطب ورأسه من ذهب فما هو؟","القمح"
ق,"ما هي النقطة التي تمر عبرها المحاور الوهمية التي تدور حولها الأرض أو المغناطيس؟","قطب"
ق,"ما نوع الزاوية التي يكون قياسها 90 درجة؟","زاوية قائمة"
ق,"ماذا يلقب ملوك الروم؟","القياصرة"
ق,"ما هو أكبر نوع من أنواع أسماك القرش؟","القرش الحوت"
ق,"فئة اشتهرت في القرون الوسطى الميلادية بغزو السفن البحرية والسطو عليها؟","القراصنة"
ق,"ما هو الشيء الذي إذا قطعت رأسه طار؟","القطار"
ك,"ما هو أول حاسوب إلكتروني مبرمج؟","كولوسيوس"
ك,"مادة منبهة متواجدة في كلٍ من الشاي والقهوة؟","كافيين"
ك,"بنت تمشي مع كل الرجال لا تعرف وجه من ظهرها ولا تجيب بنات ولا عيال؟","كرة القدم"
ك,"ما هو العنصر الأساسي الذي تحتاجه النباتات لعملية البناء الضوئي؟","الكلوروفيل"
ك,"قالت العرب آخر الدواء ماذا؟","الكي"
ك,"ما هي عاصمة ماليزيا؟","كوالالمبور"
ك,"ما الخُلُق الذي يدعو الإسلامُ إليه لقمعِ الغضبِ وضبطِ النفس؟","كظم الغيظ"
ك,"عندما تتغذى الضباع على جيف الحيوانات الميتة فإنها تسمى؟","كانسة"
ك,"تل صغير من الرمال كونته الرياح في الصحراء","كثبان"
ك,"ما اسم عاصمة ماليزيا؟","كوالالمبور"
ك,"تجويف طبيعي سطحي أو جوفي في صخرة أو جبل بعضها داخلي و بعضها سطحي","الكهف"
ك,"ما عاصمة أستراليا؟","كانبرا"
ك,"ما هي الصبغة التي تعطي النباتات اللون الأخضر؟","الكلوروفيل"
ك,"ما هي السيارة التي يفضلها الشباب السعوديون وتبدأ بحرف الكاف؟","كابرس"
ك,"شركة يابانية اشتهرت بسلسلة ألعاب الرعب الشهيرة رزدنت إيفل، فما اسم الشركة؟","كابكوم"
ك,"ما اسم العالم الذي اكتشف قارة استراليا؟","كابتن كوك"
ك,"من هو ملك الفرس قديماً؟","كسرى"
ك,"شيء يلبسه الإنسان ولا يراه؟","الكفن"
ك,"ما هو الرقيم؟","كهف أصحاب الكهف"
ك,"ما هو المخبوز الذي تشتهر به دولة فرنسا؟","كرواسون"
ك,"ما عاصمة أفغانستان؟","كابول"
ك,"ما هو المكون الرئيسي للمخمر؟","كحول"
ك,"ما هو الحيوان صاحب البصمة التي تشبه بصمة البشر؟","الكوالا"
ك,"كيف يستخرج اللون الأصفر قديماً؟","الكركم"
ك,"عنصر حين يتحد مع الصوديوم يكونان ملح الطعام","الكلور"
ك,"ما هو نوع وقود الطائرات النفاثة؟","كيروسين"
ك,"ما هو الفعل الذي يتمثل بتزييف الحقائق جزئياً أو كلياً أو خلق روايات وأحداث جديدة؟","الكذب"
ك,"ما هو اسم نظام غذائي يعتمد على الدهون كمصدر رئيسي للطاقة؟","الكيتو"
ك,"ما الوحدة الأساسيّة في النظام الدوليّ لقياس الشحنة الكهربائيّة؟","كولوم"
ك,"ما هي عاصمة دولة الكويت؟","الكويت"
ك,"كل ما رُكِب إضافيًا إلى اسم ويكون بإضافة كلمة أم أو أب كأبي بكر وأم كلثوم؟","كنية"
ك,"ما هو اسم الهيئة التشريعية العليا في الولايات المتحدة الأمريكية؟","كونجرس"
ك,"لعبة تمارس في الأماكن المقفلة عاده وهي تلعب على طاوله خشبيه.","كرة الطاولة."
ك,"ما هو الحيوان الذي تسبب في صراع بين اليونان وبلغاريا؟","كلب ضال"
ك,"أقصر سورة في القرآن؟","الكوثر"
ك,"ما اسم الصبغة المسؤولة عن اللون الأخضر في النباتات؟","كلوروفيل"
ك,"ما هي الشركة التي اشتهرت بإنتاج معالجات Snapdragon؟","كوالكوم"
ك,"ما هو العضو الذي يقوم بتصفية الدم من السموم؟","الكلى"
ك,"ما هو أول بناء في الجزيرة العربية؟","الكعبة المشرفة"
ك,"ما معنى كلمة خثرود؟","كلام كثير وسخيف"
ك,"مدرج روماني عملاق يقع في وسط روما، بُني في القرن الأول الميلادي","كولوسيوم"
ك,"ما هو الطائر الذي يرمز لدولة نيوزيلندا؟","الكيوي"
ك,"ما الشيء الذي وصف في القرآن الكريم بأنه عظيم؟","كيد النساء"
ك,"منطقة في العراق يشطرها الفرات؟","الكرخ"
ك,"منطقة متنازع عليها بين الهند وباكستان","كشمير"
ك,"اسم من أسماء مكة","كوثى"
ك,"قصد ايذاء الاخرين خفية ؟","كيد"
ك,"ما العنصر الكيميائيّ الذي رمزه (Ca) ويُعَدُّ مهمًّا لصلابة العظام؟","كالسيوم"
ك,"ماذا يسمى الشخص البالغ الذي تجاوز مرحلة الشباب ووصل سن الرشد؟","كهل"
ك,"سوط يستخدم للجلد","كرباج"
ك,"ما عاصمة ماليزيا؟","كوالالمبور"
ك,"أكبر عضو في جسم الإنسان؟","الكبد"
ك,"ما اسم أعلى جبل في قارة أفريقيا؟","كليمنجارو"
ك,"ما العمل الذي يزيلُ إثمَ الحِنثِ في اليمين؟","كفارة"
ك,"يطلق على من يتحمل العقوبة بدلًا من غيره.","كبش فداء"
ك,"ما هو العضو الذي يعمل على تخزين العديد من الفيتامينات ويخزن المادة الصفراء المساعدة للهضم؟","كبد"
ك,"نادي سعودي يبدأ بحرف الكاف؟","الكوكب"
ك,"ما اسم العضو المسؤول عن إزالة السموم وإنتاج المادة الصفراء الّتي تساعد على الهضم وتفكيك الدهون؟","كبد"
ك,"مادة شبه دهنية توجد في الصفراء وفي الدم والدماغ وصفار البيض والحبوب؟","كولسترول"
ك,"ما هي القطعة التي تستخدم لتغيير اتجاه المواسير بزاوية 90 أو 45 درجة؟","الكوع"
ك,"ما هو إخفاء العلم النافع الذي نهى عنه النبي ﷺ؟","كتمان"
ك,"من هو أعظم لاعب في تاريخ كرة القدم؟","كريستيانو رونالدو"
ك,"ما هي السورة التي تنتهي جميع آياتها بتنوين الفتح؟","الكهف"
ك,"ما اسم الجبل الذي يُعتبر أعلى قمة في قارة إفريقيا؟","كليمنجارو"
ك,"ما نوع الموسيقى الشعبيّة التي اشتهرت في المناطق الريفيّة بالولايات المتحدة؟","كانتري"
ك,"ما عاصمة أوكرانيا؟","كييف"
ك,"ماذا كانت تسمى فلسطين قديما؟","أرض كنعان"
ك,"ما هو العضو الذي يُعتبر أكبر غدة في جسم الإنسان؟","الكبد"
ك,"ما هو قصد إيذاء الآخرين خفية؟","كيد"
ك,"ماذا تسمى عاصمة ماليزيا؟","كوالالمبور"
ك,"من هو أول من اكتشف أمريكا؟","كريستوفر كولومبوس"
ك,"فرع من فروع الفيزياء يدرس العلاقة بين الكهرباء والمغناطيسية","الكهرومغناطيسية"
ك,"ما هي الرياضة التي تستخدم فيها الكرة الطائرة؟","الكرة الطائرة"
ك,"ماذا تسمى الطاقة الناتجة عن حركة الإلكترونات؟","كهرباء"
ك,"ما هو العضو الذي يعمل على تنقية الدم؟","الكلية"
ك,"ما هي المادة التي تتكون منها الأظافر؟","كرياتين"
ك,"ما هي عاصمة الكويت؟","الكويت"
ك,"ما عاصمة الإكوادور؟","كيتو"
ك,"ما هي عاصمة الإكوادور؟","كيتو"
ك,"ما هي الوحدة الدولية لقياس درجة الحرارة؟","كلفن"
ك,"ما هو العضو الذي يفرز العصارة الصفراوية؟","الكبد"
ك,"مدينة دنفر الأمريكية عاصمة لأي ولاية؟","كولورادو"
ك,"هو بُهار من البهارات يوضع على المأكولات الشعبية؟","الكركم"
ك,"عنصر أساسي في المركبات العضوية؟","الكربون"
ك,"ما أقصر سورة في القرآن الكريم؟","كوثر"
ك,"ما هي أشهر بهارات تُستخدم في المطبخ الهندي؟","الكاري"
ك,"ماذا يحدث عندما تتحطم الأوعية الدموية الدقيقة تحت الجلد؟","الكدوم"
ك,"ما اسم المادة المستخدمة في صناعة الأواني الفخارية؟","الكلينكر"
ك,"غاز يستعمل في إطفاء الحرائق","كربون"
ك,"دولة تقع في شمال قارة أمريكا الشمالية","كندا"
ك,"من أسماء الفقع؟","الكمأة"
ك,"ما هي عاصمة الدنمارك؟","كوبنهاغن"
ك,"ما هو سكن الناس في العصر الحجري؟","الكهف"
ك,"بمعنى مواجهة ونضال","كفاح"
ك,"ما هي عاصمة دولة ماليزيا؟","كوالالمبور"
ك,"ما هو أكبر عضو في الجسم؟","الكبد"
ك,"من هو المغني الذي لقب بـ “قيصر الأغنية العربية”؟","كاظم الساهر"
ك,"ما هي أول لعبة نزلت على سوني فور؟","كناك"
ك,"ما الذي يعطي النبات اللون الأخضر؟","الكلوروفيل"
ك,"ما هو جذب رأس الدابة باللجام وهو راكب عليها بغرض إيقافها وتقليل سرعتها؟","كبح."
ل,"نظام من الرموز والأصوات يستخدمه البشر للتواصل","لغة"
ل,"المعلومات العامة: ما هي قطعة القماش المصمغة التي توضع على أماكن الألم في الظهر أو في أي مكان آخر؟","لصقة"
ل,"ماذا تسمى الحمم البركانية؟","لافا"
ل,"ماذا يسمى المشهد من الفيلم إذا نُظر إليه بعيداً عن بقية المشاهد؟","لقطة"
ل,"ما هو الغمز بالعين ويقصد به الاستهزاء؟","اللمز"
ل,"من هو القائد الذي قاد الثورة الروسية عام 1917؟","لينين"
ل,"ما اسم العملة الرسمية في لبنان؟","الليرة اللبنانية"
ل,"أين يقع نهر الكلب؟","لبنان"
