الحرف,السؤال,الإجابة
م,ما الاسم الذي يُطلق على نوع أدبي يتميز بالسجع واللغة البلاغية ويدور حول مغامرات خيالية؟,المقامات
م,"من هو الشاعر العربي الذي قال: ""إذا غامرتَ في شرفٍ مرومِ، فلا تقنعْ بما دونَ النجومِ""؟",المتنبي
م,أول غزوة شارك فيها خالد بن الوليد بعد إسلامه وكانت في السنة الثامنة للهجرة,غزوة مؤتة
م,هو ما يُطلق على فترة زمنية محددة من العام تتميز بظروف مناخية او انشطة بشرية معينه,موسم
م,ما هو الفن الأدائي الذي يقدم قصة عبر الحوار والتمثيل أمام جمهور مباشر؟,مسرحية
م,ماذا تسمى الطّاقة المُستَمّدة من الموارد الطبيعية التي لا تنفذ وتتجدد باستمرار,متجددة
م,"من هو الصحابي الجليل الذي قال عنه النبي صلى الله عليه وسلم: ""أعلم أمتي بالحلال والحرام""؟",معاذ بن جبل (رضي الله عنه)
م,ما اسم البطل في فيلم Gladiator؟,ماكسيموس
م,ما هي المادة التي تُشكّل 80% من حجم دماغ الإنسان؟,الماء
م,ما هي الأداة التي تستخدم للإعدام عن طريق فصل الرأس عن الجسم؟,مقصلة
م,ماذا تسمى المجاعة الشديدة وقد ورد ذكرها في القرآن الكريم؟,مسغبة
م,ماذا تسمى المسافة حول الدائرة؟,محيط
م,ماذا يسمى الجهاز الذي يتحكم في مرور السائل داخل المواسير بفتحه وإغلاقه؟,محبس
م,ما هو الجزء من النهر الذي يلتقي فيه الماء العذب بالماء المالح؟,المصب
ن,ما اسم السد الإثيوبي المثير للجدل على النيل الأزرق؟,نهضة
ن,ما المصطلح الشرعي الذي يعني رفع الحكم الشرعي بدليل شرعي متأخر؟,نسخ
ن,ما المقدار المحدد شرعاً من المال الذي تجب فيه الزكاة؟,نصاب
ن,ما هو أطول نهر في العالم والذي يبلغ طوله 6650 كيلومتر؟,نهر النيل
ن,ما اسم التفسير العلمي الشامل المدعوم بالأدلة التجريبية؟,نظرية
ن,كلمة وردت في القرآن الكريم بمعنى التعب والمشقة والعناء,النَصب
ن,منطقة تاريخية تقع في وسط المملكة العربية السعودية وتُعرف بأنها مهد الكثير من العادات والتقاليد في السعودية ؟,نجد
ن,ما اسم الحركة القومية المتطرفة التي حكمت ألمانيا بقيادة هتلر؟,نازية
ن,من هو الرجل الصالح والّذي صلّى عليه النبي صلى الله عليه وسلم صلاة الغائب؟,النجاشي ملك الحبشة
ن,ما اختصار اسم حلف شمال الأطلسي؟,ناتو
ن,ما عاصمة النيجر؟,نيامي
ن,ما عاصمة موريتانيا؟,نواكشوط
ن,ما المصطلح الذي يشير إلى الطريقة المنظمة والمستمرة لتحقيق هدف معين؟,نهج
ن,ما اسم العبادة التي يؤديها المسلم تطوعاً وليست فرضاً؟,نافلة
ن,ما الشرط الأساسي لصحة العبادات وقبولها عند الله؟,نية
ن,ما هو المعدن الأكثر شيوعًا في صناعة الأسلاك الكهربائية؟,النحاس
ن,أسطورة التنس الإسباني وصاحب الرقم القياسي في بطولات فرنسا المفتوحة,نادال
ن,ما المصطلح الذي يشير إلى مجموعة القواعد والمؤسسات التي تنظم شؤون الدولة؟,نظام
ن,ما هي النظرية الفيزيائية التي وضعها ألبرت أينشتاين وغيّرت فهمنا للزمان والمكان؟,نظرية النسبية
ن,هي من الطيور التي لا تطير وتعد بيضتها أكبر بيضة لكائن حي حاليًا، وأطلق عليها الكثير من الأمثال,نعامة
ن,ما اسم فن تشكيل المجسمات باستخدام مواد مثل الحجر أو الخشب أو الطين؟,نحت
ن,ما اسم الإشارة الكهربائية السريعة التي ترسل في الأنظمة الرقمية؟,نبضة
ن,ماذا يسمى صوت الغراب؟,نعيق
ن,جسم معدني مجوف في داخله لسان يصطدم بحوافه كلما قرع فيحدث له صوت,ناقوس
ن,ماذا يسمى إلزام النفس بعبادة ما فوق العبادة المفروضة؟,نذر
ن,ما المصطلح الذي يعني تحليل وتقييم الأفكار والأعمال بهدف تطويرها؟,نقد
ن,كلمة تدل على كل شيء يحرم تناوله ولا تصح الصلاة حال وجوده على البدن,النجاسة
ن,صبغة زرقاء طبيعية عُرفت بالهند منذ القدم ثم أُدخلت إلى أوروبا في منتصف القرن السادس عشر,النيلة
ن,عشب طيب الرائحة يُستخرج منه زيت يدخل في صناعة الحلوى والعقاقير الطبية والصابون والعطور ويستعمل مع الشاي,النعناع
ن,ما اسم القطعة الصخرية من الفضاء التي تنجو من الاحتراق وتصل إلى سطح الأرض؟,نيزك
ن,كلمة يوصف بها شدة عذوبة الماء وبرودته...,النُقاخ
ن,ما اسم أكبر دولة من حيث عدد السكان في أفريقيا؟,نيجيريا
ن,طريق يشق الأرض أو البحر، ويربط بين نقطتين لتسهيل النقل والمواصلات,النفق
ن,ما نوع السلاح الذي استخدم لأول مرة ضد مدينتي هيروشيما وناغازاكي؟,نووي
ن,ما المصطلح الذي يشير إلى الفئة المتميزة من مجموعة ما؟,نخبة
ن,مصطلح أدبي يشير إلى تحويل الشعر إلى كلام عادي مع الحفاظ على المعنى,نثر
ن,وحدة فيزيائية تستخدم لقياس القوة والأثقال، والتي سُميت تكريماً للعالم الذي اكتشف قوانين الحركة ووضع أسسها,نيوتن
ن,ما اسم الغدة التي تُعرف بسيدة الغدد؟,الغدة النخامية
ن,شعيرة في الجاهلية يتم فيها تأخير حرمة الأشهر الحرم بهدف إباحة القتال فيها,النسيء
ن,ما هي السورة القرآنية الكريمة التي تنتهي جميع آياتها بحرف السين؟,الناس
ن,ما هي اكبر دولة إسلامية في قارة إفريقيا؟,نيجيريا
ن,ماذا يطلق على المرأة واسعة العينين؟,النجلاء
ن,لقب يطلق على ملوك الحبشة قديمًا؟,النجاشي
ن,ما المصطلح القانوني الذي يعني إلغاء حكم صادر من محكمة أدنى؟,نقض
ن,من هو أول من هبط على سطح القمر؟,نيل أرمسترونغ
ن,ما هو العلم الذي يدرس قواعد تركيب الجملة والإعراب في اللغة العربية؟,النحو
ن,ما هي عاصمة جمهورية كينيا؟,نيروبي
ن,قطرات ماء تتكون على الأسطح النباتية والأرضية نتيجة تكاثف بخار الماء في الجو,الندى
ن,ماذا كانت تسمى مدينة نيويورك قديمًا؟,نيو أمستردام
ن,ما السورة التي ذُكرت فيها البسملة مرتين؟,سورة النمل
ن,كلمة بمعنى الريح الخفيفة والطيبة,نسيم
ن,ما اسم العلامة في السماء التي تدل على اتجاه الشمال وتُستخدم في الملاحة منذ العصور القديمة؟,النجم القطبي
ن,ماذا يطلق على خفة الحركة والحيوية والقوة على العمل؟,نشاط
ن,ما المركز الأساسي للذرة الذي يحتوي البروتونات والنيوترونات؟,نواة
ن,اضطراب يتميز بالغرور الشديد والتمركز حول الذات والحاجة الماسة للإعجاب ونقص شديد في التعاطف,نرجسية
ن,"من هو الأديب المصري الحائز على جائزة نوبل في الأدب، وصاحب ثلاثية ""بين القصرين"" و""قصر الشوق"" و""السكرية""؟",نجيب محفوظ
ن,حرفة يدوية تعتمد على تشكيل الخشب وتوصيله، لإنتاج القطع الأساسية في المنزل كالأبواب والخزائن والكراسي,نجارة
ن,ظاهرة طبيعية تحدث أحيانًا يفقد فيها الإنسان القدرة على استرجاع المعلومات والخبرات والمهارات,النسيان
ن,ماذا يسمى الجسيم الذي لا شحنة له في نواة الذرة؟,النيوترون
ن,مصطلح علمي بمعنى إزالة اللون من الخلايا بالعاومل الطبيعية أو التجريبية، وباللغة بمعنى خلع بقوة,نزع
ن,بمعنى الحديث الخفي,نجوى
ن,ما هي الوحدة الّتي يُقاس فيها الارتفاع والانخفاض في سوق الأسهم السعودي؟,النقطة
ن,ماذا يسمى صوت الفيل؟,نهيم
ن,ماذا يسمى صوت الدجاجة؟,نقنقة
ن,حرفة بشرية عريقة، تعتمد على تشابك مجموعتي الخيوط مع بعضها وفق زاوية قائمة لإنتاج الأقمشة والسجاد والخيام,حرفة النسج أو النسيج
ن,ما العنصر الذي يشكل حوالي 78% من الغلاف الجوي؟,نيتروجين
ن,ما هي الدولة التي عاصمتها أبوجا؟,نيجيريا
ن,ما المصطلح الاقتصادي الذي يقيس زيادة الإنتاج والدخل القومي؟,نمو
ن,اسم أجنبي لسائل هلامي نفطي ملتهب، يستعمل في إعداد القنابل المحرقة، محرم دوليًا وكان يستخدم أيام الحرب العالمية الثانية,نابالم
هـ,ما الكلمة التي تُطلق على الغبار الدقيق المنتشر في الهواء؟,هَبَاء
هـ,ماذا كانت تسمى المئة من الإبل عند العرب قديمًا؟,الهند (أو الهنيدة)
هـ,ما الكلمة التي تعبّر عن أمر عظيم يبعث على الخوف والفزع؟,هَوْل
هـ,ما المصطلح الذي يطلق على انتقال مجموعات من البشر أو الحيوانات من منطقة لأخرى بقصد الاستقرار؟,هجرة
هـ,مصطلح بمعنى طرف الشي، ويستخدم مجازيًا للدلالة على عدم الأهمية,هامش
هـ,من هو اللاعب السعودي الذي لعب للاتحاد والهلال والشباب وشارك في كأس العالم 2018؟,هتان باهبري
هـ,ما الكلمة العربية التي تصف المطر الخفيف المستمر؟,هَتَان
هـ,ما هو الحيوان الذي وعد نبينا سليمان عليه السلام أن يعذبه عذاباً شديداً أو يأتيه بخبر يقين؟,الهدهد
هـ,ماذا تسمى حالة الإدراك الحسي الخاطئ لأشياء غير موجودة في الواقع؟,الهلوسة
هـ,أصوات تُرفع عاليًا للفرح والتشجيع أو للاحتجاج,هتاف
هـ,من هو الخليفة العباسي الذي ارتبط اسمه بازدهار الدولة الإسلامية وعصر الترجمة والعلوم؟,هارون الرشيد
هـ,ماذا يسمى أشد أنواع الجزع والخوف؟,الهلع
هـ,هو المنطق الفارغ الذي لامعنى له,هُراء
هـ,ما اسم الحدث التاريخي الذي انتقل فيه النبي صلى الله عليه وسلم والمسلمون من مكة إلى المدينة لتأسيس الدولة الإسلامية؟,الهجرة
هـ,كلمة تطلق على صوت الأمواج عند ارتطامها بالشاطئ؟,هدير
هـ,ماذا يطلق على الخطأ غير المقصود أو السقطة البسيطة؟,هفوة
هـ,كلمة عربية تعني الشيء الرقيق اللين أو سريع الكسر,هش
هـ,ما عاصمة فنلندا؟,هلسنكي
هـ,النزول من مكان عالٍ إلى مكان منخفض,هبوط
هـ,ما هو الغاز المستخدم في ملء البالونات والمناطيد؟,الهيليوم
هـ,ما الكلمة التي تعبّر عن شعور داخلي بالحزن أو القلق؟,هم
هـ,ما هي المادة الكيميائية التي تفرزها الغدد الصماء وتنقل عبر الدم لتنظيم وظائف الجسم؟,هرمون
هـ,كلمة تُطلق على الشيء الناتج عن تزاوج أو دمج نوعين مختلفين، ويتميز بصفات من مشتركة من أصله,هجين
هـ,"الوحدة المفضلة للفلاحين والزراعيين لقياس المساحات وتساوي 10,000 متر مربع",هكتار
هـ,ما هو الاسم الذي يُطلق على الحيوانات التي تُذبح في الحج تقربًا إلى الله؟,هدي
هـ,ما الحالة النفسية التي تعني التعلق الشديد والمفرط بشيء ما؟,الهوس
هـ,ما وحدة قياس التردد في النظام الدولي، والتي تعبر عن عدد الذبذبات في الثانية الواحدة؟,هرتز
هـ,ما المصطلح الذي يصف كلامًا غير مترابط يصدر غالبًا عن مريض أو فاقد للوعي؟,هذيان
هـ,ما الاسم الذي أطلق على السكان الأصليين للأمريكتين؟,هنود حمر
هـ,ما الكلمة التي تعبّر عن اللين والرفق في التعامل؟,هوادة
هـ,ما المصطلح الذي يُستخدم لوصف خسارة في حرب أو منافسة؟,هزيمة
هـ,ما اسم أعلى سلسلة جبال في العالم وتضم قمة إيفرست؟,هيمالايا
هـ,ما المفهوم الذي يشير إلى مجموعة الخصائص التي تميز الفرد أو المجتمع؟,هوية
هـ,ماذا يُطلق على حسن المظهر واللباس؟,هندام
هـ,ما هو المصطلح الشرعي للعطية بلا مقابل؟,هبة
هـ,ما المصطلح السياسي الذي يعني وقف مؤقت للعمليات العسكرية باتفاق الأطراف المتحاربة؟,هدنة
هـ,ما العنصر الكيميائي الأكثر وفرة في الكون؟,الهيدروجين
هـ,ما عملية إعادة تنظيم المؤسسة أو الشركة لتحسين كفاءتها؟,هيكلة
هـ,كلمة تعني العزم والإرادة القوية لتحقيق هدف ما,همة
هـ,ما المصطلح الذي يدل على شدة الحب لدرجة الضياع أو التشتت؟,هَيْمَان
هـ,ما هو الحيوان الصغير الّذي يشتهر بتخزين الطعام في خديه؟,الهامستر
هـ,ما المصطلح الذي يُطلق على الابتعاد السريع عن خطر محدق حفاظًا على النفس؟,هروب
هـ,ما اسم القبيلة التي واجهها المسلمون في غزوة حنين؟,هوازن
هـ,ما العلم الذي يهتم بالتصميم والبناء لحل المشكلات التقنية وخدمة الإنسان؟,الهندسة
هـ,"ما وحدة قياس المساحة التي تساوي 10,000 متر مربع؟",هكتار
هـ,مساحة واسعة مرتفعة من الأرض تتميز بسطح مسطح أو شبه مستوٍ,هضبة
هـ,ما المصطلح الذي يعني ترك الشيء والابتعاد عنه عمدًا؟,هجر
هـ,ما المصطلح الذي يعني الفناء أو الموت؟,الهلاك
هـ,ما الكلمة التي تدل على الضعف وقابلية الشيء للكسر بسهولة؟,هشاشة
هـ,ما هو الجهاز الذي يستخدم لقياس الرطوبة؟,الهيجرومتر
هـ,ما هو الشكل الهندسي الذي تتكون قاعدته من مربع وأوجهه الأخرى مثلثات تلتقي في نقطة واحدة؟,هرم
هـ,ما هو أشهر مضيق في العالم والذي يربط بين الخليج العربي وخليج عمان؟,مضيق هرمز
هـ,ما هو نوع الشعر الّذي يتم فيه النقد أو السخرية اللاذعة من شخص أو مجتمع؟,هجاء
هـ,ما الكلمة التي تعني ضياع الشيء دون الاستفادة منه؟,هدر
هـ,ما هو البروتين المحمول داخل خلايا الدم الحمراء ويحتوي على ذرات الحديد يلتقط الأوكسجين في الرئتين ويسلّمه إلى الأنسجة للحفاظ على حياة الجسم؟,الهيموجلوبين
هـ,ما هو المصطلح الذي يعني انعدام الجدية والمزاح في الأمور الجادة؟,هزل
هـ,من هي المرأة التي أسلمت بعد فتح مكة وهي زوجة أبو سفيان؟,هند بنت عتبة
هـ,مصطلح بمعنى الاندفاع والانقضاض بشراسة؟,هجوم
هـ,ماذا يسمى الصوت الخافت المنخفض جدًا؟,همس
هـ,ما الصفة التي تجمع بين الاحترام والإجلال والخوف؟,هيبة
هـ,ما المصطلح الإسلامي للتوفيق الإلهي للإنسان للوصول إلى الحق؟,هداية
هـ,اتفاق رسمي ومؤقت بين أطراف متحاربة لوقف العمليات العسكرية والقتال لفترة زمنية محددة,هدنة
هـ,ما المصطلح الذي يعني عملية تفكيك الطعام داخل الجسم لاستخلاص الطاقة؟,هَضم
هـ,ما الصفة التي تشير إلى علو العزيمة والإرادة القوية في العبادة؟,همة
هـ,ما المصطلح الذي يُطلق على الآراء التي تُخالف العقيدة الدينية الرسمية وتُعتبر ضلالاً؟,هرطقة
هـ,ما الكلمة التي تعبّر عن السيطرة والنفوذ على الآخرين؟,هيمنة
و,ما هي وحدة قياس القدرة الكهربائية في النظام الدولي للوحدات؟,واط
و,ما اسم العلم الذي يدرس انتقال الصفات من الآباء إلى الأبناء؟,الوراثة
و,ما الكلمة التي تعني العمل أو المهمة التي يقوم بها الشخص في حياته المهنية؟,وظيفة
و,ما اسم طعام العرس في الإسلام؟,وليمة
و,ما المنصب الرسمي الذي يُطلق وريث الملك في النظام الملكي؟,ولي العهد
و,مقولة شهيرة تشير إلى أن اتخاذ التدابير الاحترازية لتجنب المشكلة أفضل من حل المشكلة بعد وقوعها,الوقاية خير من العلاج
و,أحد ناحيتي العملات المعدنية,الوجه
و,ما المصطلح الذي يُستخدم لوصف المطر الكثيف والشديد؟,وابل
و,ما الصفة الإسلامية التي تعني ترك الشبهات خوفاً من الوقوع في الحرام؟,ورع
و,ما هو الاتصال الرباني الذي كان ينزل على الأنبياء والرسل لتبليغ رسالات الله؟,وحي
و,ما الكلمة التي تصف شعورًا أو فكرة سريعة تظهر فجأة في العقل؟,ومضة
و,ما هو المصطلح الذي يعني الطريقة لتحقيق هدف معين؟,وسيلة
و,ماذا يطلق على المرض المعدي الذي ينتشر بسرعة ويصيب عدداً كبيراً من الناس في منطقة جغرافية واسعة؟,وباء
و,هو مايلزمنا به الشرع ويُثاب فاعله ويُعاقب على تركه,الواجب
و,كلمة تشير إلى عش الطيور ومأوى الحيوانات أو المكان المخصص للاختباء فيه,وكر
و,ما المنطقة الخضراء المحاطة بالصحراء والتي تتوفر فيها المياه الجوفية؟,واحة
و,ما هو المصطلح الذي يُطلق على كل ما يُعبد من دون الله سواء كان له صورة أو بلا صورة؟,وثن
و,ما الكلمة التي تعبر عن إدراك الإنسان لما حوله وقدرته على الفهم؟,وعي
و,ما المصطلح الذي يدل على شيء قريب الحدوث؟,وشيك
و,ما الصفة التي تعني الإخلاص والانتماء لشخص أو جماعة؟,ولاء
و,من هو الشخص المكلف شرعاً برعاية شؤون القاصر ومصالحه؟,الولي
و,ماذا تسمى العلامة التي تعبر عن شرف وتقدير تُمنح للشخص على إنجازاته؟,وسام
و,ما هو التصرف الشرعي الذي يقوم به الإنسان في تحديد مصير ثلث ماله بعد وفاته؟,وصية
و,ماذا يسمى العمود أو المسمار الذي يُستخدم لتثبيت شيء؟,وتد
و,مصطلح يطلق على الرجل الرزين الحليم,وقور
و,ما عاصمة بولندا؟,وارسو
و,خلق إيماني رفيع يعبر عن التزام المسلم بترك الحرام والبعد عن الشبهات...,الورع
و,ما هي الكلمة التي تعني مخلوقًا شرسًا أو مفترسًا في الطبيعة أو الأساطير؟,وحش
و,ما الكلمة التي تصف الشخص الذي يتدخل للتفاوض أو حل النزاع بين طرفين؟,وسيط
و,ما اسم الشريان الرئيسي الذي يخرج من البطين الأيسر للقلب؟,وتين
و,ما مصطلح الانسجام والتوافق بين أفراد أو مجموعات؟,وئام
و,ما هو النظام الإسلامي الذي يتم فيه حبس الأصل وتسبيل المنفعة لأغراض خيرية؟,وقف
و,ماذا يُطلق على الورقة التي يكتب فيها الطبيب أنواع الأدوية للمريض وتعليمات استخدامها؟,وصفة طبية
و,ما المصطلح الذي يطلق على عبادة الأصنام والتماثيل؟,وثنية
و,كلمة تعني الضوء الساطع أو اللمعان الشديد,وهج
و,ما المؤسسة التي تمثل جهة أخرى وتعمل نيابة عنها؟,وكالة
و,"ما هو نادي كرة القدم الإنجليزي الّذي ينافس في الدوري الممتاز، ويُلقّب بـ""المطارق""؟",ويست هام
و,ما المجموعة الرسمية التي تمثل دولة أو هيئة أو مؤسسة في مفاوضات أو مناسبات ؟,وفد
و,ما المصطلح الفيزيائي الذي يصف الضوء المنبعث من جسم ساخن جداً؟,وهج
و,من هو الرجل الذي كان يقرأ الكتب السماوية، وبشّر النبي صلى الله عليه وسلم بأن ما نزل عليه هو وحي من الله؟,ورقة بن نوفل
و,مصطلح يطلق على الشخص اللطيف في تعامله والمحب للآخرين,ودود
و,ما المصطلح الذي يُطلق على المادة التي تُستعمل لإنتاج الطاقة، مثل البنزين أو الغاز؟,وقود
و,ما نوع المباراة التي تقام خارج إطار المنافسات الرياضية الرسمية؟,ودية
و,ما نوع الفيلم الذي يعرض حقائق ومعلومات واقعية بهدف التوثيق والتعليم؟,وثائقي
و,ما المصطلح الذي يطلق على الأفكار المذمومة التي يلقيها الشيطان في قلب الإنسان؟,وسوسة
و,ماذا تسمى صفة المحافظة على العهد والوعد؟,وفاء
و,ما العملية التي يتدخل فيها طرف ثالث محايد لحل النزاع بين طرفين؟,وساطة
و,ما اسم المنطقة المنخفضة بين التلال أو الجبال؟,وادي
و,ما المستند الرسمي الذي يتضمن معلومات أو نصوصاً ذات قيمة قانونية أو سياسية؟,وثيقة
و,ما هي العملة الرسمية في دولة كوريا؟,وون
و,ما المصطلح الذي يُطلق على مقدار الجاذبية التي تؤثر على جسم ما وتُقاس بوحدة النيوتن؟,الوزن
و,كلمة بمعنى دخل وتغلغل في الشيء وهي ضد خرج,ولج
و,ماذا يسمى المكان أو الدولة التي ينتمي إليها الإنسان ويعتبرها بيته؟,وطن
و,ما المصطلح الذي يعني نقل الكلام بنية التحريض والتحريش وفضح الأسرار بين الناس؟,وشاية
و,مصطلح بمعنى الألم والمرض؟,وَصَب
ي,ما اسم الغلام الذي رافق موسى أثناء مقابلته الخضر؟,يوشع بن نون (عليه السلام)
ي,ما هي العملة الرسمية للاتحاد الأوروبي والذي تعد ثاني أكثر العملات تداولاً في العالم؟,يورو
ي,مدينة من المدن التي شهدت مؤتمرًا عالميًا في الحرب العالمية الثانية وتقع على الساحل الجنوبي لشبه جزيرة القرم,يالطا
ي,ما المبدأ الإسلامي الذي يُشير إلى سهولة الدين وعدم التكليف بما لا يُطاق؟,يسر
ي,كلمة ورد ذكرها في القرآن ومعناها الدخان الأسود شديد الحرارة,يَحموم
ي,ما اسم المعركة الحاسمة في حروب الردة وكانت ضد مسيلمة الكذاب؟,معركة اليمامة
ي,ما العنصر المشع الذي يستخدم كوقود في المفاعلات النووية؟,يورانيوم
ي,ما هي عاصمة جمهورية الكاميرون؟,ياوندي
ي,من هو المدرب الألماني الذي قاد منتخب بلاده للفوز بكأس العالم 2014 لكرة القدم؟,يواكيم لوف
ي,من هو النبي الذي بُشرت به أمه وهي عاقر وأبوه شيخ كبير؟,يحيى
ي,ما هو الاسم الحقيقي للقائد صلاح الدين الايوبي؟,يوسف بن أيوب
ي,ما اسم القسم المؤكد في الإسلام والذي يجب الوفاء به أو دفع كفارة عند حنثه؟,يمين
ي,ما هي عاصمة دولة أرمينيا؟,يريفان
ي,ما اسم المدينة السورية التي تشتهر بكونها من أقدم الحواضر المأهولة في التاريخ؟,يبرود
ي,ما هي الحالة النفسية التي تعبر عن فقدان الأمل في تحقيق شيء مرغوب فيه؟,يأس
ي,من اللاعب السعودي الذي لعب في نادي ليغانيس الإسباني؟,يحيى الشهري
ي,ماذا تسمى الحالة التي تعني الانتباه والوعي الكامل؟,يقظة
ي,ماذا تسمى الفراشة والنحلة في مرحلتها الأولى بعد خروجها من البيضة؟,يرقة
ي,ما هو المصطلح الجغرافي الذي يطلق على الجزء الصلب من سطح الأرض الذي لا تغطيه المياه؟,يابسة
ي,ما اسم المنطقة اللينة في جمجمة المولود الجديد؟,يافوخ
ي,سورة من سور القرآن الكريم تُلقب بقلب القرآن,سورة يس
ي,ماذا يطلق على البحر أو الماء الكثير والمتسع؟,اليم
ي,ماذا كانت تسمى المدينة المنورة قبل هجرة الرسول عليه الصلاة والسلام إليها؟,يثرب
ي,ما اسم الحشرة المضيئة؟,يراعة
ي,ماذا يسمى الشاب في مقتبل العمر؟,يافع
ي,ما اسم الحالة المرضية التي تتميز باصفرار الجلد والعينين نتيجة ارتفاع البيليروبين؟,يرقان
ي,"ما اسم الصديق المقرب للكابتن ماجد في سلسلة الأنمي الشهيرة ""الكابتن ماجد""؟",ياسين
ي,في أي دولة أقيمت الألعاب الأولمبية لأول مرة؟,اليونان
ي,ما اسم وكالة الشرطة الأوروبية التي تنسق مكافحة الجريمة بين دول الاتحاد الأوروبي؟,يوروبول
ي,ما الاسم الذي يطلق على صغير الغزال أو الظبي في مراحله الأولى، خاصة عندما يكون لونه يميل إلى الحمرة مع بياض؟,اليعفور
ي,ما هي العملة الرسمية لدولة اليابان؟,ين
ي,قالوا في الأمثال: زامر الحي لا ...,يٌطرب
ي,مركبة مائية كبيرة تستخدم للترفيه والرحلات البحرية السياحية,يخت
ي,قوم فاسدين حاصرهم ذو القرنين خلف سد منيع، يخرجون في آخر الزمان كعلامة من علامات الساعة الكبرى,يأجوج ومأجوج
ي,ما هو المركب العضوي الذي يعتبر الناتج النهائي لعملية التمثيل الغذائي للبروتينات في الثدييات ويتم إخراجه عن طريق البول؟,يوريا
ي,من هو مؤسس دولة المرابطين في المغرب والأندلس؟,يوسف بن تاشفين
ي,ما اسم المصدر الطبيعي للمياه الجوفية التي تتدفق تلقائيًا إلى سطح الأرض؟,ينبوع
ي,أشهر من فسر الأحلام من الأنبياء,يوسف عليه السلام
ي,في اي بلد نشأت رياضة الجودو؟,اليابان
ي,مصطلح بمعنى حذر وفطن ومستعد لأي أمر مباغت,يقظ
ي,ما هو الاعتقاد الجازم الذي لا يعتريه شك؟,يقين
ي,ما اسم المنظمة الدولية المسؤولة عن التربية والعلم والثقافة؟,يونسكو
ي,أكمل المثل: ظنُّ العاقل خير من ...,يقين الجاهل
ي,ما هي السورة التي تُسمى بقلب القرآن؟,سورة يس
ي,أحد الألعاب المحرمة التي تعتمد على السحب العشوائي للأرقام للفوز بجوائز,يانصيب
ي,ما اسم السجل الشخصي الذي يدون فيه الشخص أحداث وخواطر يومه؟,يوميات
ي,ما اسم النبات الذي أنبته الله تعالى فوق النبي يونس عليه السلام بعد خروجه من بطن الحوت؟,يقطين
ي,ما اسم النبات الطبي المستخدم لعلاج اضطرابات الجهاز الهضمي والذي يعطي زيتًا عطريًا؟,يانسون
ي,من هو النبي المعروف باسم إسرائيل ؟,يعقوب -عليه السلام-
ي,حجر كريم أحمر اللون يُعد من أثمن الأحجار,الياقوت
ي,ما هي الحشرة الطائرة المعروفة بجسمها الطويل والألوان الزاهية؟,اليعسوب
أ,ما هو اسم والد سيدنا إبراهيم عليه السلام؟,آزر
أ,ماهي عاصمة جمهورية أثيوبيا؟,أديس أبابا
أ,ماهو أكبر شريان في جسم الإنسان؟,الأبهر (الأورطي)
أ,ماهي الدولة التي تمتلك أكثر من 20 ألف قلعة تاريخية؟,ألمانيا
أ,ماهي السورة الكريمة الّتي سميت بأحد غزوات الرسول صلى الله عليه وسلم؟,الأحزاب
أ,ما لقب الصحابي عويمر بن عامر الأنصاري (رضي الله عنه) الذي عُرف بحكيم الأمة؟,أبو الدرداء
أ,مالوصف الّذي أطلق على بشرة النبي صل الله عليه و سلم ويعني الأبيض المُشرَب بحمرة؟,أزهر اللون
أ,من هو الشخص الوحيد الذي قتله النبي صلى الله عليه و سلم بيده,أُبي بن خلف
أ,ماهو المنتخب الّذي ينفرد بالرقم القياسي كأكثر من توج بلقب بطولة كأس أمم أوروبا (اليورو) بواقع 4 مرات؟,أسبانيا
أ,ماهي عاصمة جمهورية اليونان؟,أثينا
أ,ماهي ثالث أكبر دولة في قارة آسيا من حيث عدد السكان؟,إندونيسيا
أ,ماهي اللغة الرسمية في دولة المكسيك؟,الإسبانية
أ,ماهي المدينة التي يقام فيها حفل جائزة نوبل للسلام؟,أوسلو
أ,ماهي اللغة الرسمية المتحدث بها في دولة أثيوبيا؟,اللغة الأمهرية
أ,ما هو المصطلح الذي يُطلق على العملية العقلية التي يتم من خلالها تفسير المعلومات الحسية وإعطاؤها معنى؟,الإدراك
أ,ماهو اسم الإعلامي السعودي الذي اشتهر ببرنامجه التلفزيوني (خواطر) والذي كان يعرض في شهر رمضان المبارك,أحمد الشقيري
أ,كلمة بمعنى الشعور بالاستياء وتألم النفس نتيجة خيبة أمل أو تصرف سيء,امتعاض
أ,ماهو الكائن الحي الذي له ثلاثة قلوب؟,الأخطبوط
ب,ماهي عاصمة دولة سويسرا؟,بِرن
ب,ماهي عاصمة جمهورية أذربيجان؟,باكو
ب,ماهي عاصمة المجر؟,بودابست
ب,ماهي الغدة المسؤولة عن إفراز الأنسولين؟,البنكرياس
ب,ماهي اللغة الرسمية في البرازيل؟,البرتغالية
ب,ماهي عاصمة جمهورية كولومبيا؟,بوغوتا
ب,ماذا يُطلق على الحاجز أو الحدّ بين شيئين؟,البرزخ
ب,ماهي عاصمة جمهورية البرازيل الاتحادية؟,برازيليا
ب,ماهي عاصمة جمهورية الأرجنتين؟,بوينس آيرس
ب,ماهي عاصمة جمهورية التشيك؟,براغ
ب,ماهي عاصمة دولة بلجيكا؟,بروكسل
ب,ماهي عاصمة مملكة كمبوديا؟,بنوم بنه
ب,ماهي أكبر دولة في العالم إنتاجًا للقهوة؟,البرازيل
