letter,question,answer
م,"ما هي منظمة أوبك؟","منظمة الدول المصدرة للنفط"
م,"ما هو الجسم الجليدي الصغير الذي يدور في النظام الشمسي ويظهر له ذيل عندما يقترب من الشمس؟","المذنب"
م,"ما هي السورة التي بدأت بـ (يا أيها المزمل)؟","المزمل"
م,"ما هي جنسية الرحالة العربي ابن بطوطة؟","مغربي"
م,"ما معنى كلمة دربيل؟","منظار"
م,"من هو أقوى سياف في أنمي ون بيس؟","ميهوك"
م,"من هو أشهر مغني سعودي معروف عالميًا؟","محمد عبده"
م,"مالأكلة الشعبية الشهيرة في منطقة جازان، وتتكون عادة من لحم وخضار في وعاء حجري أو فخاري بنفس اسم الأكلة؟","المغش"
م,"ما هو أصغر محيط؟","المحيط المتجمد الشمالي"
م,"صحابي جليل، ولد في حجة الوداع ورباه علي بن أبي طالب (رضي الله عنه)","محمد بن أبي بكر الصديق (رضي الله عنهما)"
م,"ما اسم جازان سابقًا؟","المخلاف السليماني"
م,"باماكو هي عاصمة لدولة","مالي"
م,"ما هو اسم خازن النار؟","مالك"
م,"ما هي الشعائر والأعمال التي يقوم بها الحاج أثناء أداء فريضة الحج؟","مناسك"
م,"ما هي الدولة الوحيدة التي ذكرت في القرآن الكريم؟","مصر"
م,"مكان مفتوح في الهواء الطلق يستخدم للترفيه والعروض والأحداث الرياضية. ما هو؟","المدرج"
م,"ما هي حالة الجو على مدار السنة؟","مناخ"
م,"ما هو الشيء الذي يمتلك الكثير من الهواء لكنه لا يتنفس؟","المكنسة الكهربائية"
م,"مفعول مصدر منصوب بعد الفعل من لفظه ويمكن استخراجه من إعراب كلمة شرب شرباً؟","مفعول مطلق"
م,"مركب كيميائي يعد أبسط الهيدروكربونات، صيغته الكيميائية CH4","ميثان"
م,"المكان الذي يوضع فيه المريض ليبرأ من مرضه النفسي؟","المصحة"
م,"من مخترع لعبة ماين كرافت؟","ماركوس بيرسون الملقب بنوتش"
م,"في التاريخ: بماذا لقبت أم الملك المنذر الثالث اللخمي لحسنها وجمالها؟","ماء السماء"
م,"ما هو أطول سباق جري؟","ماراثون"
م,"من هو الفنان الذي رسم لوحة “الصرخة” الشهيرة؟","مونش"
م,"ما هي أول شخصية ظهرت وكانت الأكثر جماهيرية في عالم ديزني لاند؟","ميكي ماوس"
م,"ما هو المصطلح الذي يطلق على انتقال الصوت في الهواء؟","الموجات الصوتية"
م,"ما هو الشيء الذي لا يتحرك لكنه يسبقك دائمًا، ولا يمكنك أن تلحق به مهما حاولت؟","المستقبل"
م,"ما هي السورة التي ورد لفظ الجلالة في جميع آياتها؟","المجادلة"
م,"ما معنى كلمة باخع نفسك في القرآن الكريم؟","مهلك نفسك"
م,"ما هي أقدم لغة كتابة في التاريخ؟","المسمارية"
م,"أين تقع أدنى نقطة طبيعية على وجه الأرض؟","خندق ماريانا"
م,"ما هو الجهاز الذي يُستخدم لتوصيل أجهزة الكمبيوتر بشبكة محلية؟","المحول"
م,"ما هو المرض الذي ينتج من خلال كثرة التعرض للدغة البعوض؟","ملاريا"
م,"تستخدم لتدفئة المكان البارد","مدفأة"
م,"ما هي أعلى رتبة عسكرية؟","مشير"
م,"صحابية جليلة هي أحد أمهات المؤمنين وآخر زوجات النبي ﷺ","ميمونة بنت الحارث (رضي الله عنها)"
م,"من هو القائد المسلم الذي فتح مدينة القسطنطينية؟","محمد الفاتح"
م,"ما هما الأبيضان؟","الماء واللبن"
م,"ما معنى كلمة مطبق في لهجة أهل القصيم؟","مغلق"
م,"مما يتكون النسيج؟","مجموعة من الخلايا"
م,"ما هو مكان مشهور جداً في السعودية؟","مكة"
م,"على أي دولة يطلق اسم أرض الكنانة؟","مصر"
م,"تحريك الطعام في الفم مع طحنه بالأسنان؛ ليسهل بلعه.","مضغ"
م,"ما هو الجهاز الذي يُستخدم لتحويل الصوت التناظري إلى رقمي والعكس؟","المحول الصوتي"
م,"ماذا يسمى الجهاز الذي يتحكم في مرور السائل داخل المواسير بفتحه وإغلاقه؟","محبس"
م,"أحد أجود وأفخم أنواع البخور، يستخرج من غابات بابوا في إندونيسيا ويعتبر خيار مثالي للمناسبات الراقية","مروكي"
م,"ما هو الشيء الذي له أسنان ولكنه لا يعض؟","المشط"
م,"ما معنى اسم الملاك ميكائيل عليه السلام؟","من كالله"
م,"ماذا يسمى بيت الجمل؟","مراح"
م,"كيف تتأثر البيضة إذا سقطت في مياه البحر؟","مبللة بالمياه"
م,"من الألعاب الشعبية القديمة التي تقوم على الحدس والتخمين وتتم بين مجموعتين متكافئتين يخفي أحدهم علامة، فما اسمها؟","محيبس"
م,"ما اسم الطبقة التي تحمي الأسنان؟","المينا"
م,"ما معنى كلمة “التراث” في قوله تعالى: ﴿وَتَأكُلونَ التُّراثَ أَكلًا لَمًّا﴾؟","الميراث"
م,"ما هو كل شيء يشغل حيزاً وله كتلة؟","المادة"
م,"ما اسم العضو في جسم الإنسان الذي يتحكم في التنفس؟","المخ."
م,"من هو زعيم الحقوق المدنية الشهير المعروف بخطابه لدي حلم؟","مارتن لوثر كينغ"
م,"مجموعة من الناس من بلد واحد يعيشون في بلد آخر.","مجتمعات"
م,"من اخوات كان ترفع المبتدأ وتنصب الخبر ؟","مازال"
م,"ما اسم الجهاز الحيوي في جسم الإنسان المسؤول عن الدفاع ضد الأمراض والعدوى؟","الجهاز المناعي"
م,"ما هو المدى الذي يكون فيه جسم مغناطيسي تحت تأثير قوي؟","مجال مغناطيسي."
م,"ما هو الجزء من الجملة الذي يتمم معنى الفعل ويقع عليه الفعل؟","المفعول به"
م,"على اى دولة وقع العدوان الثلاثي في عام 1956 م ؟","مصر"
م,"في اللغة والأدب: ماذا يطلق على خلو البطن من الطعام؟","مخمصة"
م,"من هو أكثر لاعب أضاع ضربات جزاء في دوري أبطال أوروبا؟","ميسي"
م,"ما هو الشيء الذي يدخل في تركيب جميع أعضاء جسم الإنسان؟","الماء"
م,"من هو النبي الذي طلب إبليس منه أن يشفع له عند ربه؟","موسى"
م,"ما اسم الدولة التي في شعارها حيوان؟","مصر"
م,"هي قصائد شعرية من فحول الشعراء عُلقت أشعارهم على أستار الكعبة؟","المعلقات"
م,"بِه تقفل أعظم الأسوار والحصون","مفتاح"
م,"من هو أول سفير في الإسلام؟","مصعب بن عمير"
م,"من هو هداف الدوري السعودي على مدى التاريخ؟","ماجد عبدالله"
م,"من هو رئيس مجلس الوزراء السعودي؟","محمد بن سلمان"
م,"ما اسم الشركة التي تنتج نظام التشغيل Windows؟","مايكروسوفت."
م,"ما هي الأكلة التي تشتهر بها دولة ليبيا؟","المبكبكة"
م,"من أعلم هذه الأمة بالحلال والحرام؟","معاذ بن جبل"
ن,"في الكيمياء، ما هي وحدة تقدير القوة والأثقال؟","نيوتن"
ن,"ما اسم العضو في جسم الإنسان الذي يتحكم في إنتاج الهرمونات؟","الغدة النخامية."
ن,"ما هو الشعور بالحزن على عدم اتخاذ القرار الصحيح أو عدم فعل شيء في موقف حساس؟","ندم"
ن,"ماذا كان يسمى شهر رمضان قديماً؟","ناتق"
ن,"صوت يستخدمه الغراب كوسيلة للتواصل مع أفراد السرب أو للتعبير عن المزاج؟","نعيق"
ن,"أكمل المثل الآتي: حب الفرافر والقلب .... ؟","نافر"
ن,"ما هو جمع كلمة نعناع؟","نعانع"
ن,"ما هو المسطح المائي الملقب برئة وقلب الأرض؟","نهر الأمازون"
ن,"ما هي الحطمة؟","النار"
ن,"ما هو الشيء الذي فوق النهر وتحت البحر؟","نقطة"
ن,"إحدى الدول الإسكندنافية؟","النرويج"
ن,"من الطيور الجوارح ؟","نسر."
ن,"ما اسم السورة التي برأ الله عائشة رضي الله عنها فيها؟","النور"
ن,"ما هو عكس كلمة النعمة؟","نقمة"
ن,"ما اسم الحيوان الذي يُعتبر رمزًا للقوة في بعض الثقافات؟","نمر."
ن,"ما هو الشيء الذي نراه ولكن لا نستطيع لمسه؟","النور"
ن,"ما هو اسم النهر الذي يعتبر أطول نهر في العالم؟","النيل"
ن,"مصطلح أدبي يشير إلى تحويل الشعر إلى كلام عادي مع الحفاظ على المعنى","نثر"
ن,"المصيبة الشديدة ؟","نازلة"
ن,"ما هو اسم صغير الظبي أو الغزال؟","نايا"
ن,"ملعب من ملاعب السعودية في كأس العالم ٢٠٣٤؟","نيوم"
ن,"ماهي الدولة التي عاصمتها أبوجا؟","نيجيريا"
ن,"هو مشروع يقع في شمال غرب المملكة العربية السعودية وهو مشروع مهم لدى المملكة ماهو ؟","نيوم"
ن,"أحد الحرف اليدوية المشهورة؟","ندافة"
ن,"تغير في الصوت يعبر عن حال المتكلم ومراده","نبرة"
ن,"ما هو الغاز الذي يشكل النسبة الأكبر من الغلاف الجوي؟","النيتروجين"
ن,"ما هي الدولة التي تضم أعلى قمة في العالم؟","نيبال"
ن,"ما هي أول فتنة بني إسرائيل؟","النساء"
ن,"مشروع يقع في شمال غرب المملكة تحديداً بإمارة منطقة تبوك لمدينة مخطط لبنائها في المستقبل؟","نيوم"
ن,"الريح التي تدخل وتخرج من أنف الحي وفمه عند التنفس؟","نفس"
ن,"ما معنى كلمة سي باللغة الإسبانية؟","نعم"
ن,"من المعادن ذات الوسط الموصل للكهرباء؟","النحاس"
ن,"معدن قلوي جيد للتوصيل","نحاس"
ن,"من النبي الذي عصاه ابنه؟","نوح"
ن,"ما هي الحشرة التي يمكنها رؤية الأشعة فوق البنفسجية؟","النحلة"
ن,"ما هو اسم الطائر الذي لا يطير؟","النعامة"
ن,"منطقة تاريخية تقع في وسط المملكة العربية السعودية وتُعرف بأنها مهد الكثير من العادات والتقاليد في السعودية ؟","نجد"
ن,"ما هو أكبر طائر في العالم؟","نسور الكندور العملاقة"
ن,"بمعنى الحديث الخفي","نجوى"
ن,"محفظة إلكترونية سعودية؟","نيو"
ن,"ما هي الغدة التي تعرف بسيدة الغدد؟","الغدة النخامية"
ن,"هي من الطيور التي لا تطير وتعد بيضتها أكبر بيضة لكائن حي حاليًا، وأطلق عليها الكثير من الأمثال","نعامة"
ن,"ما هي الدولة الأفريقية التي لديها أكبر عدد من السكان؟","نيجيريا"
ن,"ما المركز الأساسي للذرة الذي يحتوي البروتونات والنيوترونات؟","نواة"
ن,"ماذا يسمى صوت الدجاجة؟","نقنقة"
ن,"ما هو اليعبوب؟","النهر الشديد الجريان"
ن,"خلق الله تعالى الملائكة من؟","نور"
ن,"ما اسم الدابة التي أرسلت إلى ثمود؟","ناقة الله"
ن,"ماذا كان يعمل زكريا عليه السلام؟","نجار"
ن,"ماذا يسمى سرير الميت؟","نعش"
ن,"ماذا تسمى عملية تبخر الماء من داخل النباتات وانتقالها إلى الجو؟","نتح"
ن,"ما هي الجهة التي أناط بها النظام مهمة تحريك الدعوى الجزائية ومباشرتها أمام المحاكم المختصة؟","النيابة العامة"
ن,"من هو بطل سلسلة ألعاب أنشارتد؟","ناثان دريك"
ن,"من هو المخرج الذي أخرج فيلم Inception؟","نولان"
ن,"ما هو العنصر الكيميائي الذي يرمز له بالرمز Ne؟","نيون"
ن,"ماذا تسمى القصيدة التي ينتهي عجز كل بيت فيها بحرف النون؟","نونية"
ن,"ما هو الشيء الذي يوجد في السماء وإذا أضفت له حرفًا أصبح في الأرض؟","نجم"
ن,"من الذي رد أبرهة الحبشي عند هدم الكعبة؟","نفيل بن حبيب الخثعمي"
ن,"لماذا النفط غالي؟","لأنه نادر"
ن,"شجرة لها قيمة حضارية وتاريخية؟","النخلة"
ن,"ما هي أقدم صحراء في العالم؟","صحراء ناميب"
ن,"ما هو اسم النبات الذي يُستخدم في تحضير الحساء ويبدأ بحرف النون؟","النعناع"
ن,"أكمل البيت التالي: إِذا غامَرتَ في شَرَفٍ مَرومٍ فَلا تَقنَع بِما دونَ ...","النجوم"
ن,"خلق منها ابليس ؟","نار"
ن,"ما هو أول نادي في الدوري الإنجليزي استقطب لاعباً برازيلياً من الدوري البرازيلي؟","نيوكاسل"
ن,"ما هي المدينة الأسطورية التي بناها الجن لسليمان عليه السلام والمصنوعة بالكامل من النحاس؟","مدينة النحاس"
ن,"جسم معدني مجوف في داخله لسان يصطدم بحوافه كلما قرع فيحدث له صوت","ناقوس"
ن,"ما هو المصطلح الذي يطلق على تسجيل نقطة في التنس؟","نقطة"
ن,"من هو العالم الذي اكتشف الكهرباء وكان يريد تشغيلها للعالم كله مجاناً؟","نيكولا تيسلا"
ن,"ما هي معجزة سيدنا صالح عليه السلام؟","الناقة"
ن,"أكمل المثل: إن غداً لـ... قريب","ناظره"
ن,"من هو قائد الحملة الفرنسية على مصر؟","نابليون"
ن,"ما اسم القطعة الصخرية من الفضاء التي تنجو من الاحتراق وتصل إلى سطح الأرض؟","نيزك"
ن,"ما هي أكبر دولة إسلامية في أفريقيا؟","نيجيريا"
ن,"ما عاصمة موريتانيا؟","نواكشوط"
ن,"ما هو الاسم الذي يعني المرتفع أو العالي؟","نايف"
ن,"جسم يدور في الفضاء؟","نيزك"
ن,"من هو الذي عاصر النبي صلى الله عليه وسلم لكنه تابعي وليس صحابي؟","النجاشي"
ن,"ما اسم التفسير العلمي الشامل المدعوم بالأدلة التجريبية؟","نظرية"
ن,"سائل يستخرج من داخل الأرض","نفط"
ن,"ماذا يطلق على المرأة واسعة العينين؟","النجلاء"
ن,"سورة في القرآن ذكر فيها اسم البسملة مرتين","النمل"
ن,"من هو مكتشف التيار المتردد للكهرباء؟","نيكولا تيسلا"
ن,"ماذا يسمى رجوع الفرد إلى ممارسة سلوك كان يقوم به في مرحلة عمرية سابقة؟","نكوص"
ن,"من الخطوط العربية، كثُر استعماله في نسخ الكتب ونقلها؟","النسخ"
ن,"طريق يشق الأرض أو البحر، ويربط بين نقطتين لتسهيل النقل والمواصلات","النفق"
ن,"شخصية انمي مشهورة","ناروتو"
ن,"ماهي السورة القرآنية الكريمة التي تنتهي جميع آياتها بحرف السين؟","الناس"
ن,"ما هي السورة التي تسمى بسورة التوديع؟","النصر"
ن,"ماذا تسمى الرياح الخفيفة الباردة؟","نسيم"
ن,"ما هي السورة التي تنتهي كل آياتها بحرف السين؟","الناس"
ن,"أين يقع الأخدود؟","نجران"
ن,"ما الاسم العربي الذي يعني المرتفع أو العالي، ويُستخدم لوصف شخص ذو مكانة سامية؟","نايف"
ن,"ما هو الجزيء المتعادل الشحنة في الذرة؟","النيترون"
ن,"ما هي عاصمة كينيا؟","نيروبي"
ن,"ما هي الدولة الوحيدة التي تمتلك علمًا وطنيًا غير مستطيل الشكل حيث يتكون من مثلثين متداخلين؟","النيبال"
ن,"ماذا يسمى طعام القادم من سفره؟","النقيعة"
ن,"ما اسم الإشارة الكهربائية السريعة التي ترسل في الأنظمة الرقمية؟","نبضة"
ن,"شيء موجود في السماء إذا أضفت إليه حرفا أصبح في الأرض؟","نجم"
ن,"من هو عالم الرياضيات الذي اكتشف حساب التفاضل والتكامل؟","نيوتن"
ه,"من هو النبي الذي أُرسل إلى قوم عاد؟","هود"
ه,"الكارما هو عبارة عن مصطلح يرجع إلى الديانتين البوذية و","الهندوسية"
ه,"ما هي المنظمة الدولية التي تبدأ بحرف ""ه"" وتهدف لحماية حقوق الإنسان؟","هيومن رايتس ووتش."
ه,"ما هو المصطلح الذي يُستخدم لوصف المواد التي لا تذوب في الماء وتميل إلى الابتعاد عنه؟","هيدروفوبيك"
ه,"بماذا يسمى صغير الراكون؟","هرة"
ه,"اسم إشارة ينطق من اليمين واليسار بنفس الطريقة","هذه"
ه,"ما هي المنطقة التي يحيط بها حزام النار الكبير؟","المحيط الهادئ"
ه,"عجيبة من عجائب الدنيا السبع والتي تقع في مصر","هرم"
ه,"ما هو الجهاز المستخدم في قياس الرطوبة؟","هيدروميتر"
ه,"ما هو الجهاز المستخدم لقياس الرطوبة؟","الهيجروميتر"
ه,"كلمة تطلق على من يتكلم كلاما خفيا؟","همس"
ه,"فيلسوف يوناني يعد واحداً من أشهر الوجوه الفلسفية على مر تاريخ البشرية إذ سبق العديد من الفلاسفة البارزين وكان مصدر إلهام لعمالقة الفلسفة اليونانية","هرقليطس"
ه,"ما اسم صوت الرعد؟","هزين"
ه,"ما هو اسم الجبل البركاني الذي يبدأ بحرف ""ه"" ويقع في ولاية أوريغون الأمريكية؟","جبل هود."
ه,"خيالات يظنها الإنسان وقائع حقيقية بسبب اضطراب في عقله","هلوسة"
ه,"ماذا تسمى غرة القمر؟","هلال"
ه,"ما هو العلم الذي يدرس الماء وتوزيعه على سطح الأرض؟","الهيدرولوجيا"
ه,"ما هو الطعام الذي يبدأ بحرف الهاء، يُعتبر من الأطباق التقليدية في بعض الدول العربية، ويُحضر من اللحم أو الدجاج مع الأرز والتوابل؟","هريس"
ه,"من كان قائد العرب في معركة ذي قار؟","هانئ بن مسعود الشيباني"
ه,"ما هو اسم الناقة التي ليس لها صاحب وبمعنى الناقة السائبة، واسمها يستخدم في العامية لوصف الشخص البارد الذي لا يهتم بنفسه والمجتمع؟","هامل"
ه,"اضطراب عقلي مؤقت يتميز باختلاط أحوال الوعي","هذيان"
ه,"يلقب بـ أبي التاريخ","هيرودوت"
ه,"عصا ضخمة غليظة تعتبر سلاح","هراوة"
ه,"عملية تحويل الدهون من غير مشبعة إلى مشبعة هي؟","الهدرجة"
ه,"ماذا تسمى الكتابة التصويرية التي استخدمها المصريون القدماء؟","الهيروغليفية"
ه,"من كان حاكم الروم في عهد النبي؟","هرقل"
ه,"غاز يسلك سلوك الغازات المثالية","هيليوم"
ه,"ما هي السورة القرآنية التي شيبت رسول الله صلى الله عليه وسلم؟","هود وأخواتها"
ه,"خليفة عباسى شهير؟","هارون الرشيد"
ه,"ما هو اسم صغير الثعلب؟","هجرس"
ه,"ما هو أعلى مراحل الحب؟","الهيام"
ه,"ماذا يطلق على صوت الرعد؟","الهزيم"
ه,"مصطلح يشير إلى انتقال الناس أفرادا أو جماعات من موطنهم الأصلي إلى مكان آخر","هجرة"
ه,"ما هو الاسم الذي يطلق على صغير الثعلب في اللغة العربية؟","هجرس"
ه,"من هي أول من سعى بين الصفا والمروة؟","هاجر"
ه,"فرع من فروع الرياضيات","الهندسة"
ه,"من هو الحاكم الذي أرسل ساعة مائية كهدية إلى إمبراطور بيزنطة، مما أذهل العالم آنذاك؟","هارون الرشيد"
ه,"من هو الخليفة العباسي الذي أسس بيت الحكمة في بغداد؟","هارون الرشيد"
ه,"ما هي الرياضة الوطنية لدولة كندا؟","هوكي"
ه,"هو الخليفة العباسي الخامس، يرجع نسبه للعباس بن عبد المطلب عم النبي محمد صلى الله عليه وسلم فمن هو؟","هارون الرشيد"
ه,"ما هي المادة التي تحمل الأكسجين في الدم؟","الهيموجلوبين"
ه,"ما هي الصفة التي تطلق على المشي السريع الذي يقع بين المشي والعدو؟","هرولة"
ه,"اسم يطلق على صغير الصقر","هيثم"
ه,"حالة مرضية تؤدي الإصابة بها إلى المبالغة في المشاعر الجياشة مثل الخوف","هيستيريا"
ه,"ما هو اسم صوت الحمام؟","هديل"
ه,"ما هو اسم منطقة الترفيه السينمائي الشهيرة في كاليفورنيا والتي تبدأ بحرف ""ه""؟","هوليوود."
ه,"لا يمكن أن تعيش بدونه متواجد في كل مكان","هواء"
ه,"ماذا يسمى صغير النسر؟","هيثم"
ه,"ما الذي يولد في بداية كل شهر هجري؟","الهلال"
ه,"ما هي الكلمة التي تُطلق على صوت المطر؟","الهزيز"
ه,"في اللغة والأدب: ماذا تسمى حاشية الكتاب أو المخطوط؟","هامش"
ه,"من هو الشجاع المقدام السخي من الرجال؟","همام"
ه,"ما هي الطريقة التي ينادي بها مالك الإبل إبله؟","هوبال"
ه,"بمعنى محاولة إخفاء الضحك","الإهلاس"
ه,"دراسة التشريح المجهري للأنسجة","هستولوجي"
ه,"أحد الملكين اللذين علمو الناس السحر؟","هاروت"
ه,"أول دولة نالت استقلالها عن فرنسا الحديثة","هايتي"
ه,"عائلة حاكمة عربية يرجع نسبها إلى النبي محمد صلى الله عليه وسلم؟","الهاشمية"
ه,"من هو النبي الذي أرسل للأحقاف؟","هود"
ه,"ما هي المادة التي تعطي الدم اللون الأحمر؟","الهيموغلوبين"
ه,"ما هو الاسم الذي يطلق على صلاة الليل؟","هجود"
ه,"أين يقع أكبر بركان على وجه الأرض؟","هاواي"
ه,"حالة نفسية من ثلاث حروف؟","هوس"
ه,"ما هو الشعر الذي ينفي أي محاسن أو صفات حميدة عن شخص أو قبيلة؟","الهجاء"
ه,"ما هو اسم أكبر هضبة في العالم؟","هضبة التبت"
ه,"من هي إمبراطورة الأمازون ليلي؟","هانكوك"
ه,"بمعنى تكبير أو تضخيم الأمور؟","تهويل"
ه,"من هو الخليفة العباسي الذي أسس بيت الحكمة في بغداد وسمي عهده بالعهد الذهبي للمسلمين؟","هارون الرشيد"
ه,"ما هي عاصمة فيتنام التي تبدأ بحرف ""ه"" في اللغة العربية؟","هانوي."
ه,"ما هي الدولة التي تستخدم الروبية كعملة رسمية لها؟","الهند"
ه,"من هو المؤرخ اليوناني الذي يعتبر أبا التاريخ؟","هيرودوت"
ه,"أعلى درجات الحُب وأشدّها ومعناها الجنون من العشق","الهيام"
ه,"في أي عهد من ملوك الدولة العباسية يسمى العصر الذهبي؟","هارون الرشيد"
ه,"من أسماء القط؟","هر"
ه,"من هو أول من سن رحلتي الشتاء والصيف وجد الرسول صلى الله عليه وسلم ويبدأ اسمه بحرف الهاء؟","هاشم بن عبد مناف."
ه,"ماذا يسمى ولد النسر؟","هيثم"
ه,"هل هونولولو هي عاصمة هاواي، أم هاواي هي عاصمة؟","هونولولو هي عاصمة"
ه,"بمعنى الجنون من العشق","الهيام"
ه,"كلمة تعنى قط ؟","هر"
ه,"أقصى اتساع للدولة الأموية كان في عهد من؟","هشام بن عبد الملك"
ه,"جزء من سطح القمر يبدو نيرا؟","هلال"
ه,"مهاجم منتخب انجلترا","هاري كين"
ه,"جهاز في جسم الإنسان مكون من العظام والغضاريف والأربطة والأنسجة الأخرى فما هو؟","الهيكلي"
ه,"من هو أحد الملكين اللذين علما الناس السحر؟","هاروت"
ه,"من هو الشخص الذي قتله أخوه قابيل وذكرت قصتهما في سورة المائدة؟","هابيل"
ه,"ما هو الصياح بالتشجيع والتأييد؟","هتاف"
ه,"قبيلة النبي صلى الله عليه وسلم ؟","هاشمي"
ه,"هو صاحب سلوكيات غير متمدنة وبربرية طائشة؟","همجي"
ه,"ما اسم الجمال الذي يعرف ويستخدم في المناطق الصحراوية العربية؟","الهجين"
ه,"من كان وصيف بطولة كأس العالم ٢٠١٠ المقامة في جنوب أفريقيا؟","هولندا"
ه,"هو لاعب شطرنج أمريكي من أصل ياباني مشهور بأسلوبه الهجومي ومهاراته في الشطرنج السريع والخاطف.","هيكارو ناكامورا"
ه,"ما هو الشيء الذي يمر وسط الغابات والأشواك دون أن يتمزق؟","هواء"
ه,"من هو الذي يهدي من الأنعام؟","هدي السنة."
ه,"حالة استنفارية عند الغضب الشديد؟","هيجان"
ه,"ما هي عاصمة فنلندا؟","هلسنكي"
ه,"تعرف بأنها مجموعة من انتماءات الذات","الهوية"
ه,"أي مدينة تحتوي على أكثر أبراج في العالم؟","هونج كونج"
ه,"من هو الخليفة العباسي الذي أنشأ بيت الحكمة في بغداد؟","هارون الرشيد"
ه,"ما يخطر من أفكار أو صور ببال الإنسان نتيجة قلق أو حيرة أو هم أو تخوف من شيء ما؟","هاجس"
ه,"كلام فارغ أو غير مفهوم","هرطقة"
و,"ماذا يوضع للسيارة ليتم تشغيلها؟","وقود"
و,"ما المنصب الرسمي الذي يُطلق وريث الملك في النظام الملكي؟","ولي العهد"
و,"ماذا يسمى العمود أو المسمار الذي يُستخدم لتثبيت شيء؟","وتد"
و,"ما هي الكلمة التي تأتي بمعنى نميمة؟","وشاية"
و,"ماذا يُطلق على الورقة التي يكتب فيها الطبيب أنواع الأدوية للمريض وتعليمات استخدامها؟","وصفة طبية"
و,"ما هي التي سجلت أعظم الصفقات وأقوى الخطابات؟","ورقة"
و,"ما الصفة التي تعني الإخلاص والانتماء لشخص أو جماعة؟","ولاء"
و,"من هو الشخص الذي يعيش بمفرده دون رفقة؟","وحيد"
و,"ما المجموعة الرسمية التي تمثل دولة أو هيئة أو مؤسسة في مفاوضات أو مناسبات ؟","وفد"
و,"ما هي الكلمة التي تتوسط القرآن الكريم بالضبط؟","وليتلطف"
و,"ما النهر الذي يعتقد ان مدينة عرعر اشتقت اسمها منه؟","وادي عرعر"
و,"أي معركة مشهورة انهزم فيها نابليون نهائيًا؟","واترلو"
و,"ما الكلمة التي تعبر عن إدراك الإنسان لما حوله وقدرته على الفهم؟","وعي"
و,"بمعنى شدة الضعف","وهن"
و,"ما هو أول نادي سعودي؟","الوحدة"
و,"ما المستند الرسمي الذي يتضمن معلومات أو نصوصاً ذات قيمة قانونية أو سياسية؟","وثيقة"
و,"ما هو النظام الإسلامي الذي يتم فيه حبس الأصل وتسبيل المنفعة لأغراض خيرية؟","وقف"
و,"من هو مخترع المكيف؟","ويليس كارير"
و,"من كان أول رئيس للولايات المتحدة؟","واشنطن"
و,"ما هو مفتاح الصلاة؟","الوضوء"
و,"أطول ضلع في المثلث يسمى","الوتر"
و,"بمعنى الحب","ود"
و,"مقولة شهيرة تشير إلى أن اتخاذ التدابير الاحترازية لتجنب المشكلة أفضل من حل المشكلة بعد وقوعها","الوقاية خير من العلاج"
و,"ما هو الاسم المختصر لوكالة الأنباء السعودية؟","واس"
و,"ما هو أول فيلم سعودي؟","وجدة"
و,"ما المصطلح الذي يعني نقل الكلام بنية التحريض والتحريش وفضح الأسرار بين الناس؟","وشاية"
و,"نوع من أنواع الطب البديل، وإحدى الطرق في العلاج الصيني التقليدي","وخز الإبر"
و,"ماذا يطلق على المرض المعدي الذي ينتشر بسرعة ويصيب عدداً كبيراً من الناس في منطقة جغرافية واسعة؟","وباء"
و,"ما هو الشيء الذي بين الأرض والسماء؟","الواو"
و,"أعلى درجة في الجنة عند المسلمين وينالها رجل واحد وهو نبي الله محمد صلى الله عليه وسلم؟","الوسيلة"
و,"خلق إيماني رفيع يعبر عن التزام المسلم بترك الحرام والبعد عن الشبهات...","الورع"
و,"ما هو المصطلح الذي يعني الطريقة لتحقيق هدف معين؟","وسيلة"
و,"ما هي الكلمة التي تقع في منتصف القرآن الكريم تماماً؟","وليتلطف"
و,"أكمل كلمات أغنية عبادي الجوهر: عيونك آخر آمالي، رميت أقداري في دربك...","وصرت في حياتي أغلى أماني"
و,"ما هو اسم حصان عمر بن الخطاب رضي الله عنه؟","الورد"
و,"دولة تعد جزءا من المملكة المتحدة","ويلز"
و,"في النسخة العربية من أنمي كابتن تسوباسا (كابتن ماجد) ماذا كان يسمى حارس فريق المجد؟","وليد"
و,"حوض أو منخفض طبيعي على سطح الأرض؟","وادي"
و,"ما هي وحدة قياس القدرة الكهربائية في النظام الدولي للوحدات؟","واط"
و,"حيوان كان ينفخ في النار على إبراهيم عليه السلام وفي قتله أجر؟","الوزغ"
و,"هي منطقة خضراء أو بيئة حيوية توجد عادة في الصحراء، وتتميز بوجود مصادر للمياه مثل الآبار أو الأنهار الجافة أو الينابيع","الواحة"
و,"من الذي قتل مسيلمة الكذاب؟","وحشي بن حرب"
و,"مرض ينتشر بسرعة ويؤدي إلى ما يشبه الكارثة؟","وباء"
و,"العدد المفرد ؟","وتر"
و,"مصطلح بمعنى الألم و المرض؟","وَصَب"
و,"ما هي عاصمة نيوزيلندا؟","ويلينغتون"
و,"ما الصفة الإسلامية التي تعني ترك الشبهات خوفاً من الوقوع في الحرام؟","ورع"
و,"ماذا تسمى العلامة التي تعبر عن شرف وتقدير تُمنح للشخص على إنجازاته؟","وسام"
و,"ما هي عاصمة بريطانيا قبل لندن؟","ونستر"
و,"ما هو الشيء الذي لا يمكن أن يعود إذا ذهب؟","الوقت"
